,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
288,id5245,"A deer is eating in a field, and wants more food. Regardless of how hard the deer tries, the deer is unable to produce", B,1.0,25, B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25, D,0.0,25, B,1.0,25, B,1.0,25,A,0.0,25,B,1.0,25,B,1.0,25, B,1.0,25,B,1.0,25, C,0.0,25, B,1.0,25,B,1.0,25,B,1.0,25,0.30512857662936466,Low
74,id5031,A fallen leaf, C,1.0,4, C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, D,0.0,4, C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4, B,0.0,4,C,1.0,4, B,0.0,4, C,1.0,4,C,1.0,4,C,1.0,4,0.30512857662936466,Low
170,id5127,"In order for crops to grow food safely, pesticides are used on them. When it floods, this causes t he what to be poisonous?", C,1.0,25, C,1.0,25,C,1.0,25, C,1.0,25, C,1.0,25, C,1.0,25, C,1.0,25,C,1.0,25,C,1.0,25,C,1.0,25,C,1.0,25,C,1.0,25,C,1.0,25, C,1.0,25, C,1.0,25, C,1.0,25, C,1.0,25,C,1.0,25, A,0.0,25, C,1.0,25, C,1.0,25,C,1.0,25,C,1.0,25,C,1.0,25, B,0.0,25,C,1.0,25, B,0.0,25, C,1.0,25,C,1.0,25,C,1.0,25,0.30512857662936466,Low
287,id5244,"A Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring, so", B,1.0,24, B,1.0,24,B,1.0,24, B,1.0,24, D,0.0,24, B,1.0,24, B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24, D,0.0,24, B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24,B,1.0,24, D,0.0,24, B,1.0,24,B,1.0,24,B,1.0,24,0.30512857662936466,Low
119,id5076,Endangered pandas are sometimes, B,1.0,5, B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, D,0.0,5, B,1.0,5,B,1.0,5, A,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, C,0.0,5, B,1.0,5,B,1.0,5,B,1.0,5,0.30512857662936466,Low
176,id5133,If your dog is overweight, B,1.0,6, B,1.0,6,B,1.0,6, B,1.0,6, D,0.0,6, B,1.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6, D,0.0,6, B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6,B,1.0,6, C,0.0,6, B,1.0,6,B,1.0,6,B,1.0,6,0.30512857662936466,Low
183,id5140,What type of useful product can be made from the moving winds?, C,1.0,13, C,1.0,13,C,1.0,13, C,1.0,13, D,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, B,0.0,13,C,1.0,13, B,0.0,13, C,1.0,13,C,1.0,13,C,1.0,13,0.30512857662936466,Low
284,id5241,Where would you find a mine?, B,1.0,7, B,1.0,7,B,1.0,7, B,1.0,7, D,0.0,7, B,1.0,7, B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7, B,1.0,7, B,1.0,7, B,1.0,7,B,1.0,7, A,0.0,7, B,1.0,7, B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7,B,1.0,7,B,1.0,7,0.30512857662936466,Low
281,id5238,Plants are unable to grow if they have zero access to, D,1.0,12, D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12, C,0.0,12, D,1.0,12, D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, B,0.0,12,D,1.0,12, A,0.0,12, D,1.0,12,D,1.0,12,D,1.0,12,0.30512857662936466,Low
280,id5237,What food production happens in a leaf?, A,1.0,8, A,1.0,8,A,1.0,8, A,1.0,8, C,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, A,1.0,8, A,1.0,8, A,1.0,8, A,1.0,8,A,1.0,8, A,1.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, B,0.0,8,A,1.0,8, D,0.0,8, A,1.0,8,A,1.0,8,A,1.0,8,0.30512857662936466,Low
191,id5148,Conservation, B,1.0,2, B,1.0,2,B,1.0,2, B,1.0,2, B,1.0,2, B,1.0,2, B,1.0,2,B,1.0,2,D,0.0,2,B,1.0,2,B,1.0,2,B,1.0,2,B,1.0,2, B,1.0,2, B,1.0,2, C,0.0,2, B,1.0,2,B,1.0,2, B,1.0,2, B,1.0,2, B,1.0,2,B,1.0,2,B,1.0,2,B,1.0,2, B,1.0,2,B,1.0,2, C,0.0,2, B,1.0,2,B,1.0,2,B,1.0,2,0.30512857662936466,Low
278,id5235,What would help to ensure that your dog remains free from hypothermia in January in Alaska?, D,1.0,17, D,1.0,17,D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17,D,1.0,17,D,1.0,17,D,1.0,17,D,1.0,17,D,1.0,17,D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17,D,1.0,17, C,0.0,17, D,1.0,17, D,1.0,17,D,1.0,17,D,1.0,17,D,1.0,17, B,0.0,17,D,1.0,17, C,0.0,17, D,1.0,17,D,1.0,17,D,1.0,17,0.30512857662936466,Low
265,id5222,"If your dog sits in an oxygen deficient chamber, what happens?", D,1.0,12, D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, C,0.0,12, D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, B,0.0,12,D,1.0,12, C,0.0,12, D,1.0,12,D,1.0,12,D,1.0,12,0.30512857662936466,Low
260,id5217,Earthworms create tunnels in, B,1.0,5, B,1.0,5,B,1.0,5, B,1.0,5, D,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5,B,1.0,5, C,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, A,0.0,5, B,1.0,5,B,1.0,5,B,1.0,5,0.30512857662936466,Low
197,id5154,The reason Earth is so sturdy is because, A,1.0,9, A,1.0,9,A,1.0,9, A,1.0,9, B,0.0,9, A,1.0,9, A,1.0,9,A,1.0,9,A,1.0,9,A,1.0,9,A,1.0,9,A,1.0,9,A,1.0,9, A,1.0,9, A,1.0,9, C,0.0,9, A,1.0,9,A,1.0,9, A,1.0,9, A,1.0,9, A,1.0,9,A,1.0,9,A,1.0,9,A,1.0,9, B,0.0,9,A,1.0,9, A,1.0,9, A,1.0,9,A,1.0,9,A,1.0,9,0.30512857662936466,Low
85,id5042,A cheetah that runs all day will find it has lost a lot of, B,1.0,15, B,1.0,15,B,1.0,15, C,0.0,15, B,1.0,15, B,1.0,15, B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15,B,1.0,15, D,0.0,15, B,1.0,15, B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15, B,1.0,15,B,1.0,15, B,1.0,15, A,0.0,15,B,1.0,15,B,1.0,15,0.30512857662936466,Low
498,id5455,"When soil is viewed in a scientific way, what is seen and viewed is actually", B,1.0,16, B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, D,0.0,16, B,1.0,16,B,1.0,16, A,0.0,16, B,1.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16,B,1.0,16, C,0.0,16, B,1.0,16,B,1.0,16,B,1.0,16,0.30512857662936466,Low
245,id5202,What is the primary reason my duck feather filled jacket works well against the snow, A,1.0,16, A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, C,0.0,16, A,1.0,16,A,1.0,16, B,0.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, B,0.0,16,A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,0.30512857662936466,Low
234,id5191,Tuna primarily eat, C,1.0,4, C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, D,0.0,4, C,1.0,4,C,1.0,4, D,0.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4, B,0.0,4,C,1.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,0.30512857662936466,Low
231,id5188,During landslides there is often a lot of, B,1.0,9, B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, C,0.0,9, B,1.0,9,B,1.0,9, A,0.0,9, B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9,B,1.0,9, D,0.0,9, B,1.0,9,B,1.0,9,B,1.0,9,0.30512857662936466,Low
204,id5161,"Through DNA, a rabbit will have long ears if", C,1.0,10, C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, D,0.0,10, C,1.0,10,C,1.0,10, B,0.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, B,0.0,10,C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,0.30512857662936466,Low
226,id5183,Muscles move bones to produce movement like when, D,1.0,9, D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, B,0.0,9, D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, B,0.0,9,D,1.0,9, B,0.0,9, D,1.0,9,D,1.0,9,D,1.0,9,0.30512857662936466,Low
102,id5059,Pollinators, A,1.0,2, A,1.0,2,A,1.0,2, A,1.0,2, A,1.0,2, A,1.0,2, A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2, A,1.0,2, A,1.0,2, D,0.0,2, A,1.0,2,A,1.0,2, C,0.0,2, A,1.0,2, A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2, A,1.0,2,A,1.0,2, D,0.0,2, A,1.0,2,A,1.0,2,A,1.0,2,0.30512857662936466,Low
292,id5249,Which item urinates?, C,1.0,4, C,1.0,4,C,1.0,4, C,1.0,4, D,0.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, B,0.0,4, C,1.0,4,C,1.0,4, C,1.0,4, C,1.0,4, C,1.0,4,C,1.0,4,C,1.0,4,C,1.0,4, C,1.0,4,C,1.0,4, B,0.0,4, C,1.0,4,C,1.0,4,C,1.0,4,0.30512857662936466,Low
69,id5026,A bat flew through the sky without hitting anything due to which of these?, D,1.0,15, D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, A,0.0,15, D,1.0,15,D,1.0,15, A,0.0,15, D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, B,0.0,15,D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,0.30512857662936466,Low
313,id5270,What kind of implement is a compass?, D,1.0,8, D,1.0,8,D,1.0,8, D,1.0,8, D,1.0,8, D,1.0,8, D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8, D,1.0,8, D,1.0,8, D,1.0,8, D,1.0,8,D,1.0,8, B,0.0,8, D,1.0,8, D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8, B,0.0,8,D,1.0,8, C,0.0,8, D,1.0,8,D,1.0,8,D,1.0,8,0.30512857662936466,Low
143,id5100,transplanting seedling oaks has a positive impact on, D,1.0,9, D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, C,0.0,9, D,1.0,9,D,1.0,9, B,0.0,9, D,1.0,9, D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, D,1.0,9,D,1.0,9, A,0.0,9, D,1.0,9,D,1.0,9,D,1.0,9,0.30512857662936466,Low
459,id5416,What happens as water levels rise?, D,1.0,7, D,1.0,7,D,1.0,7, D,1.0,7, D,1.0,7, D,1.0,7, D,1.0,7,D,1.0,7,D,1.0,7,D,1.0,7,D,1.0,7,D,1.0,7,D,1.0,7, D,1.0,7, D,1.0,7, D,1.0,7, D,1.0,7,D,1.0,7, C,0.0,7, D,1.0,7, D,1.0,7,D,1.0,7,D,1.0,7,D,1.0,7, B,0.0,7,D,1.0,7, A,0.0,7, D,1.0,7,D,1.0,7,D,1.0,7,0.30512857662936466,Low
371,id5328,A place that is snowy has a large amount of, C,1.0,11, C,1.0,11,C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11,C,1.0,11, A,0.0,11, C,1.0,11, C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11, B,0.0,11,C,1.0,11, A,0.0,11, C,1.0,11,C,1.0,11,C,1.0,11,0.30512857662936466,Low
376,id5333,as you get closer to something it begins to, B,1.0,10, B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, A,0.0,10, B,1.0,10,B,1.0,10, D,0.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10,B,1.0,10, A,0.0,10, B,1.0,10,B,1.0,10,B,1.0,10,0.30512857662936466,Low
379,id5336,Which animal is hiding from a predator?, C,1.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,D,0.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, B,0.0,8,C,1.0,8, D,0.0,8, C,1.0,8,C,1.0,8,C,1.0,8,0.30512857662936466,Low
393,id5350,What element is prevalent in a plateau?, C,1.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, D,0.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, B,0.0,8,C,1.0,8, B,0.0,8, C,1.0,8,C,1.0,8,C,1.0,8,0.30512857662936466,Low
395,id5352,Seeds, D,1.0,2, D,1.0,2,D,1.0,2, D,1.0,2, D,1.0,2, D,1.0,2, D,1.0,2,D,1.0,2,D,1.0,2,D,1.0,2,D,1.0,2,D,1.0,2,D,1.0,2, D,1.0,2, D,1.0,2, D,1.0,2, D,1.0,2,D,1.0,2, B,0.0,2, D,1.0,2, D,1.0,2,D,1.0,2,D,1.0,2,D,1.0,2, B,0.0,2,D,1.0,2, A,0.0,2, D,1.0,2,D,1.0,2,D,1.0,2,0.30512857662936466,Low
494,id5451,"A woman, with a pale complexion, wants to spend the bright, sunny day at the beach. She makes sure that she stops at the store to pick up some sunblock before she begins to enjoy her day filled with sand and surf. She applies the sunblock carefully and thoroughly, because she knows that", A,1.0,54, A,1.0,54,A,1.0,54, A,1.0,54, A,1.0,54, A,1.0,54, A,1.0,54,A,1.0,54,A,1.0,54,A,1.0,54,A,1.0,54,A,1.0,54,A,1.0,54, A,1.0,54, A,1.0,54, A,1.0,54, A,1.0,54,A,1.0,54, C,0.0,54, A,1.0,54, A,1.0,54,A,1.0,54,A,1.0,54,A,1.0,54, B,0.0,54,A,1.0,54, C,0.0,54, A,1.0,54,A,1.0,54,A,1.0,54,0.30512857662936466,Low
311,id5268,The leading cause of soil and rock erosion is, A,1.0,10, A,1.0,10,A,1.0,10, A,1.0,10, B,0.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10, D,0.0,10, A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, B,0.0,10,A,1.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,0.30512857662936466,Low
407,id5364,Acid can be used to make a new, B,1.0,9, B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, D,0.0,9, B,1.0,9,B,1.0,9, A,0.0,9, B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9,B,1.0,9, A,0.0,9, B,1.0,9,B,1.0,9,B,1.0,9,0.30512857662936466,Low
480,id5437,What would Occur once between January 1st and December 31st, D,1.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, B,0.0,11,D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11,D,1.0,11,0.30512857662936466,Low
429,id5386,"A school trip is going to study the coral reef for a class. They want to see how strong coral is, and what species of life live in and around it. Therefore, the class", C,1.0,35, C,1.0,35,C,1.0,35, C,1.0,35, C,1.0,35, C,1.0,35, C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35, C,1.0,35, C,1.0,35, D,0.0,35, C,1.0,35,C,1.0,35, C,1.0,35, C,1.0,35, C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35, B,0.0,35,C,1.0,35, A,0.0,35, C,1.0,35,C,1.0,35,C,1.0,35,0.30512857662936466,Low
435,id5392,The balance result will be number of, C,1.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,B,0.0,8,C,1.0,8,C,1.0,8, B,0.0,8,C,1.0,8, B,0.0,8, C,1.0,8,C,1.0,8,C,1.0,8,0.30512857662936466,Low
476,id5433,A satellite orbits a, C,1.0,5, C,1.0,5,C,1.0,5, C,1.0,5, C,1.0,5, C,1.0,5, C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5, C,1.0,5, C,1.0,5, C,1.0,5, C,1.0,5,C,1.0,5, A,0.0,5, C,1.0,5, C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5, B,0.0,5,C,1.0,5, A,0.0,5, C,1.0,5,C,1.0,5,C,1.0,5,0.30512857662936466,Low
474,id5431,Cooking peas requires, D,1.0,4, D,1.0,4,D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4,D,1.0,4, C,0.0,4, D,1.0,4, D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4, B,0.0,4,D,1.0,4, C,0.0,4, D,1.0,4,D,1.0,4,D,1.0,4,0.30512857662936466,Low
468,id5425,An instinctual behavior is, B,1.0,5, B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, C,0.0,5, B,1.0,5,B,1.0,5, C,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, A,0.0,5, B,1.0,5,B,1.0,5,B,1.0,5,0.30512857662936466,Low
467,id5424,loose soil can be caused by one of these, C,1.0,10, C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, D,0.0,10, C,1.0,10,C,1.0,10, D,0.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, A,0.0,10,C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,0.30512857662936466,Low
16,id4973,"A person wants to be able to have more natural power in their home. They choose to cease using a traditional electric company to source this electricity, and so decide to install", C,1.0,33, C,1.0,33,C,1.0,33, C,1.0,33, C,1.0,33, C,1.0,33, C,1.0,33,C,1.0,33,C,1.0,33,C,1.0,33,C,1.0,33,C,1.0,33,C,1.0,33, C,1.0,33, C,1.0,33, C,1.0,33, C,1.0,33,C,1.0,33, D,0.0,33, C,1.0,33, C,1.0,33,C,1.0,33,C,1.0,33,C,1.0,33, B,0.0,33,C,1.0,33, D,0.0,33, C,1.0,33,C,1.0,33,C,1.0,33,0.30512857662936466,Low
43,id5000,Human reproduction requires, D,1.0,4, D,1.0,4,D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4,D,1.0,4, B,0.0,4, D,1.0,4, D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4, B,0.0,4,D,1.0,4, C,0.0,4, D,1.0,4,D,1.0,4,D,1.0,4,0.30512857662936466,Low
44,id5001,Thermometers, A,1.0,2, A,1.0,2,A,1.0,2, A,1.0,2, A,1.0,2, A,1.0,2, A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2, A,1.0,2, A,1.0,2, C,0.0,2, A,1.0,2,A,1.0,2, B,0.0,2, A,1.0,2, A,1.0,2,A,1.0,2,A,1.0,2,A,1.0,2, A,1.0,2,A,1.0,2, D,0.0,2, A,1.0,2,A,1.0,2,A,1.0,2,0.30512857662936466,Low
368,id5325,"Someone wants their electromagnets to work, but is having difficulty powering them. In order to make them work, they need to", B,1.0,22, B,1.0,22,B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22,B,1.0,22, D,0.0,22, B,1.0,22, B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22, B,1.0,22,B,1.0,22, A,0.0,22, D,0.0,22,B,1.0,22,B,1.0,22,0.30512857662936466,Low
