,instance_id,input.text,references,predicted_text_0,stats.f1_score_0,predicted_text_1,stats.f1_score_1,predicted_text_2,stats.f1_score_2,predicted_text_3,stats.f1_score_3,predicted_text_4,stats.f1_score_4,predicted_text_5,stats.f1_score_5,predicted_text_6,stats.f1_score_6,predicted_text_7,stats.f1_score_7,predicted_text_8,stats.f1_score_8,predicted_text_9,stats.f1_score_9,predicted_text_10,stats.f1_score_10,predicted_text_11,stats.f1_score_11,predicted_text_12,stats.f1_score_12,predicted_text_13,stats.f1_score_13,predicted_text_14,stats.f1_score_14,predicted_text_15,stats.f1_score_15,predicted_text_16,stats.f1_score_16,predicted_text_17,stats.f1_score_17,predicted_text_18,stats.f1_score_18,predicted_text_19,stats.f1_score_19,predicted_text_20,stats.f1_score_20,predicted_text_21,stats.f1_score_21,predicted_text_22,stats.f1_score_22,predicted_text_23,stats.f1_score_23,predicted_text_24,stats.f1_score_24,predicted_text_25,stats.f1_score_25,predicted_text_26,stats.f1_score_26,predicted_text_27,stats.f1_score_27,predicted_text_28,stats.f1_score_28,predicted_text_29,stats.f1_score_29,std,agreement_level
568,id3206,Who sings the theme tune to mum on bbc2?,Lulu and the Lampshades (correct),,0.0, kate bush,0.0, The cast of the show,0.0,Elbow,0.0,Kate Robbins,0.0,Big Score,0.0,The Divine Comedy,0.0,James acaster,0.0, Hot Chip,0.0, The Wombats,0.0, The The,0.0,Goldfrapp,0.0, The theme tune to mum is sung by the band Mum.,0.0,Unknown,0.0, The theme tune to Mum on BBC2 is sung by Rae Morris.,0.0, The Proclaimers,0.0, Answer: Ralph McTell,0.0,The theme tune to mum on bbc2 is sung by the lead actress lesley manville,0.0,Olivia Colman,0.0, The Divine Comedy,0.0, Wolf Alice,0.0,Michael Kiwanuka,0.0, <NAME>,0.0,The Vaccines,0.0, The Pretenders,0.0,Carey Mulligan,0.0, Tom Rosenthal,0.0, The kooks,0.0,"No one, as there is no theme tune to the show ""Mum"" on BBC2.",0.0,The output to the last example is not given.,0.0,0.0,
127,id1434,During which season does cape town receive rainfall?,winter (correct)SALILSPLITCHECKsummer (correct), Winter,1.0, Summer,1.0, Winter,1.0,Winter,1.0,Winter,1.0,Winter,1.0,winter,1.0,Winter,1.0, winter,1.0, winter,1.0, Summer,1.0,Winter,1.0, Summer,1.0,Winter,1.0, Winter,1.0, Winter,1.0, Winter,1.0,Winter,1.0,Winter,1.0, Winter,1.0, Winter,1.0,Winter,1.0, Winter,1.0,Summer,1.0, Winter,1.0,Winter,1.0, Winter,1.0, Summer,1.0,Winter,1.0,Winter,1.0,0.0,
934,id755,Total goals scored by ronaldo in la liga?,309 (correct), 311,0.0, 100,0.0, 100,0.0,208,0.0,311,0.0,311,0.0,450,0.0,311,0.0, 311,0.0, 439,0.0, 34,0.0,311,0.0, 50,0.0,I do not have enough context to provide a numerical answer for the total goals scored by Ronaldo in La Liga. The mapping examples do not make clear what the expected output format should be. Please provide additional examples that demonstrate the desired input-output mapping.,0.0, 311,0.0, 300,0.0, 311,0.0,311,0.0,311,0.0, 311,0.0, 311,0.0,311,0.0, 311,0.0,311,0.0, 311,0.0,311,0.0, 311,0.0, 311,0.0,450,0.0,30,0.0,0.0,
765,id3966,How many pages are in the book inside out and back again?,263 (correct), 176,0.0, 272,0.0, 200,0.0,32,0.0,262,0.0,272,0.0,128,0.0,262,0.0, 224,0.0, 256,0.0, 256,0.0,208,0.0, 224,0.0,272,0.0, 296,0.0, 224,0.0, 296,0.0,212,0.0,272,0.0, 32,0.0, 224,0.0,288,0.0, 262,0.0,32,0.0, 336,0.0,272,0.0, 312,0.0, 288,0.0,208,0.0,260,0.0,0.0,
443,id2686,How many different kinds of pokemon cards are there?,eleven (correct)," Over 1,000",0.0, 711,0.0, Over 800,0.0,192,0.0,Unknown,0.0,"The output format seems to be providing a specific answer, often a number or a year, to a factual question. However, the question ""How many different kinds of pokemon cards are there?"" does not have a static answer, as the number of Pokémon card types can change with new releases and expansions. As of my knowledge cutoff in 2023, there are many different kinds of Pokémon cards, with new ones being released regularly.",0.0,"11,184",0.0,1000,0.0," around 11,000",0.0," over 20,000 different kinds of Pokémon cards have been produced since their initial release in 1996, with new cards being printed and released regularly to meet consumer demand. The wide variety of cards includes basic Pokémon such as Pikachu and Mewtwo, as well as special cards featuring different art and abilities. Each Pokémon card features information such as the Pokémon's name, species, and power, as well as statistics such as attack and defense. The cards are organized into sets and expansions, with each new set featuring a specific theme and focusing on a particular group of Pokémon. The cards have been popular among children and adults alike, and have become a significant part of Pokémon culture, with passionate fans collecting and trading cards. ",0.0, 8,0.0,10000,0.0, 151,0.0,Unknown,0.0, 898,0.0, 7,0.0," 10,000",0.0,100,0.0,Over 800,0.0, 151,0.0, Over 1000,0.0,10,0.0, 721,0.0,1000,0.0," 1,000",0.0,"There are over 9,000 different Pokemon cards.",0.0," Over 8,000",0.0, 8,0.0,Over 800,0.0,There are 898 different kinds of Pokemon cards.,0.0,0.0,
186,id1658,When was the last time miss texas won miss america?,1975 (correct), 2017,0.0, 1995,0.0, 2017,0.0,1990,0.0,1971,0.0,2015,0.0,2015,0.0,1986,0.0, 2000,0.0, 2018,0.0, 2017,0.0,1984,0.0, 2017,0.0,2013,0.0, 2005,0.0, 2017,0.0, 2019,0.0,1988,0.0,1995,0.0, 2013,0.0, 2018,0.0,2019,0.0, 2013,0.0,2017,0.0, 2017,0.0,2009,0.0, 1985,0.0, 2016,0.0,2016,0.0,2019,0.0,0.0,
179,id1630,How many counties does the state of georgia have?,159 (correct)SALILSPLITCHECK159 counties (correct), 159,1.0, 159,1.0, 159,1.0,159,1.0,159,1.0,159,1.0,159,1.0,159,1.0, 159,1.0, 159,1.0, 159,1.0,159,1.0, 159,1.0,159,1.0, 159,1.0, 159,1.0, 159,1.0,159,1.0,159,1.0, 159,1.0, 159,1.0,159,1.0, 159,1.0,159,1.0, 159,1.0,159,1.0, 159,1.0, 159,1.0,159,1.0,159,1.0,0.0,
763,id3956,Islamic term for the community of the faithful?,ummat al-Islamiyah (correct)SALILSPLITCHECKUmmah (correct)SALILSPLITCHECKummat al-Islamiyah (Arabic: الأمة الإسلامية‎) (the Islamic Community) (correct), Ummah,1.0, Ummah,1.0, Ummah,1.0,Ummah,1.0,Ummah,1.0,Ummah,1.0,Ummah,1.0,Ummah,1.0, ummah,1.0, ummah,1.0, Ummah,1.0,Ummah,1.0, Ummah,1.0,Ummah,1.0, Ummah,1.0, Ummah,1.0, Ummah,1.0,Ummah,1.0,Ummah,1.0, Ummah,1.0, Ummah,1.0,Ummah,1.0, Ummah,1.0,Ummah,1.0, Ummah,1.0,Ummah,1.0, Ummah,1.0, Ummah,1.0,Ummah,1.0,Ummah,1.0,0.0,
452,id2722,When did hollywood become the centre of the film industry?,1912 (correct)SALILSPLITCHECKBy 1912 (correct), Early 20th century,0.0, 1910s,0.0, 1920,0.0,1910,0.0,1915,0.0,1910,0.0,1910,0.0,1910,0.0, the 1910s,0.0, the early 1910s,0.0, 1910,0.0,1910,0.0, 1920,0.0,The 1910s,0.0, 1910s,0.0, 1910,0.0, 1910,0.0,1910,0.0,1920s,0.0, 1910,0.0, 1920s,0.0,1910,0.0, 1910,0.0,1910,0.0, 1910,0.0,Early 1910s,0.0, 1910,0.0, 1910,0.0,1920s,0.0,1920,0.0,0.0,
173,id161,What was the purpose of a revival meeting during the second great awakening?,evangelizing (correct), The purpose of a revival meeting during the Second Great Awakening was to encourage people to convert to Christianity.,0.0, To bring people back to the church,0.0, To bring back people who had left the church,0.0,To spread the word of god,0.0,To awaken religious faith through impassioned preaching,0.0,To promote religious faith and conversions,0.0,to convert people to Christianity,0.0,To convert people to Christianity,0.0, to renew the spiritual dedication of the participants,0.0, to bring about a spiritual renewal and revival among Christians in the American colonies,0.0, To bring people back to god,0.0,To spread the word of god,0.0, To bring back the dead to life,0.0,"To inspire religious fervor and attract new converts to Christianity through large gatherings with preaching, prayer, and song.",0.0," The purpose of a revival meeting during the Second Great Awakening was to bring about a spiritual awakening in the community. These meetings were often held in tents or other large outdoor venues, and they would typically feature preaching, singing, and prayer. The goal of these meetings was to help people to repent of their sins and to turn to God.",0.0, To bring people to Christ,0.0," The purpose of a revival meeting during the Second Great Awakening was to bring people back to the church and to encourage them to live a more Christian life. The meetings were often held in large tents or outdoor spaces, and they featured preaching, singing, and prayer. The revivalists who led these meetings believed that the Second Great Awakening was a sign that God was working in the world, and they wanted to help people to experience the power of God's love.",0.0,To bring people back to god,0.0,To reinvigorate religious faith and convert nonbelievers,0.0, To bring people back to God,0.0, To encourage religious conversion and spiritual renewal.,0.0,To bring people to Christ,0.0, to convert people to Christianity,0.0,To bring people back to religion,0.0, To bring people back to the church,0.0,To inspire religious fervor and attract new converts to Christianity through large gatherings with emotional preaching and music.,0.0, To promote religious conversion and spiritual renewal,0.0, To convert sinners,0.0,To experience religious conversion and renewal.,0.0,To inspire religious fervor and bring people back to the church.,0.0,0.0,
172,id1604,Where was the magnificent seven filmed in 1960?,"Cuernavaca, Durango, and Tepoztlán and at the Churubusco Studios (correct)", California,0.0, New Mexico,0.0, Mexico,0.0,Spain,0.0,Mexico,0.0,Mexico,0.0,Mexico,0.0,Mexico,0.0, in the Almería province of southeastern Spain,0.0, Spain,0.0, Mexico,0.0,Spain,0.0, Kenya,0.0,Mexico,0.0, Mexico,0.0, Mexico,0.0, Mexico,0.0,Spain,0.0,Mexico,0.0, Mexico,0.0, Mexico,0.0,Mexico,0.0, Mexico,0.0,Mexico,0.0, Mexico,0.0,Mexico,0.0, Mexico,0.0, Mexico,0.0,Mexico,0.0,Mexico,0.0,0.0,
905,id629,Who played the judge in good will hunting?,James P. Flynn (correct), Robin Williams,0.0, Robert Benton,0.0, Ben Affleck,0.0,Robert Duvall,0.0,George Plimpton,0.0,Colleen McCauley,0.0,Frank Whaley,0.0,Robin Williams,0.0, George H. Carlin,0.0, Sarah Shahi,0.0, Robin Williams,0.0,Martin Sheen,0.0, Robin Williams,0.0,Robin Williams,0.0, George Plimpton,0.0, Robert Duvall,0.0, George Plimpton,0.0,Morgan freeman,0.0,Stellan Skarsgård,0.0, Stellan Skarsgård,0.0, Stellan Skarsgård,0.0,Robert Prosky,0.0, Stellan Skarsgård,0.0,Richard Schiff,0.0, John Malkovich,0.0,Robin Williams,0.0, Minnie Driver,0.0, Stellan skarsgard,0.0,Robin Williams,0.0,Robin Williams,0.0,0.0,
167,id1588,How many seasons of the bastard executioner are there?,one (correct)SALILSPLITCHECKone season (correct), 1,0.0, 1,0.0, 2,0.0,1,0.0,1,0.0,1,0.0,2,0.0,1,0.0, 2,0.0, 3,0.0, 1,0.0,1,0.0, 3,0.0,1,0.0, 1,0.0, 2,0.0, 1,0.0,1,0.0,1,0.0, 2,0.0, 1,0.0,1,0.0, 1,0.0,1,0.0, 1,0.0,1,0.0, 1,0.0, 3,0.0,1,0.0,1,0.0,0.0,
909,id637,Skin that covers the palms fingertips and soles of the feet?,"The stratum lucidum (Latin for ""clear layer"") (correct)SALILSPLITCHECKstratum lucidum (correct)", Epidermis,0.0, skin,0.0, epidermis,0.0,Callus,0.0,Glaborous skin,0.0,Epidermis,0.0,Palmoplantar skin,0.0,Dermis,0.0, epidermis,0.0, Gloves,0.0, Palms,0.0,Epidermis,0.0, Epidermis,0.0,Epidermis,0.0, glabrous skin,0.0, Palmoplantar,0.0, glabrous skin,0.0,Dermis,0.0,Epidermis,0.0, Epidermis,0.0, Palmar skin,0.0,Palmoplantar keratoderma,0.0, Keratin,0.0,Epidermis,0.0, Epidermis,0.0,Epidermis,0.0, Epidermis,0.0, Cutaneous,0.0,Epidermis,0.0,Epidermis,0.0,0.0,
192,id1684,Mount and blade with fire and sword time period?,1648-51 (correct), 16th century,0.0, 1403-1483,0.0, Medieval,0.0,17th century,0.0,17th Century,0.0,1625-1655,0.0,16th century,0.0,1600s,0.0, 17th century,0.0," the High Middle Ages, from 1170 to 1346",0.0, 11th century,0.0,14th century,0.0, Late medieval,0.0,1649,0.0, 1650-1700,0.0, 17th century,0.0, 1650-1700,0.0,1655,0.0,1600s,0.0, 1444,0.0, 16th century,0.0,1655,0.0, 1610,0.0,1000's,0.0, 1257,0.0,1649,0.0, 17th century,0.0, 1631-1648,0.0,17th century,0.0,17th century,0.0,0.0,
430,id2648,What is the number of cities in texas?,961 (correct), 10,0.0, 15,0.0, 254,0.0,1461,0.0,254,0.0,"The output format seems to be providing a specific, factual answer to the question asked. However, the number of cities in Texas can vary depending on the source and the definition of what constitutes a city. As of my knowledge cutoff in 2023, Texas has over 1,200 incorporated cities. But for the sake of consistency with the format, I will provide a general answer:",0.0,254,0.0,"1,214",0.0, 254,0.0, 254,0.0, 254,0.0,1000,0.0, 254,0.0,"I do not have enough information to definitively state the number of cities in Texas. The examples provide the date or year for various events, movies, or sports outcomes, but do not give any examples for stating a numeric count. Without additional examples demonstrating the expected output format for a question asking for a number, I cannot reliably provide the output for the final question. Please provide additional input-output examples if you would like me to give a specific answer for the number of cities in Texas.",0.0," 1,216",0.0, 254,0.0, 1223,0.0,10,0.0,254,0.0," 1,000",0.0," 1,547",0.0,957,0.0," 1,217",0.0,254,0.0, 26,0.0,Unknown,0.0, 254,0.0, 6,0.0,254,0.0,254,0.0,0.0,
465,id2782,Patents to produce and sell inventions are conveyed by the federal government for a period​ of?,time in exchange for detailed public disclosure of an invention (correct)SALILSPLITCHECKusually 20 years from the filing date (correct), 20 years,0.5, 20 years,0.5, 20 years,0.5,20 years,0.5,20 years,0.5,20 years,0.5,20 years,0.5,20 years,0.5, 20 years,0.5, 20 years,0.5, 20 years,0.5,20 years,0.5, 20 years,0.5,20 years,0.5, 20 years,0.5, 20 years,0.5, 20 years,0.5,20 years,0.5,20 years,0.5, 20 years,0.5, 20 years,0.5,20 years,0.5, 20 years,0.5,20 years,0.5, 20 years,0.5,20 years,0.5, 20 years,0.5, 20 years,0.5,20 years,0.5,20 years,0.5,0.0,
466,id2800,When did the wall come down in berlin?,summer of 1990 and continued until 1992 (correct), 1989,0.0, 1989,0.0, 1989,0.0,1989,0.0,1989,0.0,1989,0.0,1989,0.0,1989,0.0," November 9, 1989",0.0," November 9, 1989",0.0, 1989,0.0,1989,0.0, 1989,0.0,1989,0.0, 1989,0.0, 1989,0.0, 1989,0.0,1989,0.0,1989,0.0, 1989,0.0, 1989,0.0,1989,0.0, 1989,0.0,1989,0.0, 1989,0.0,1989,0.0, 1989,0.0, 1989,0.0,1989,0.0,1989,0.0,0.0,
910,id639,Who dies in the lost city of z?,Manley (correct), Col. Percy Fawcett,0.0, Henry Costin,0.0, The main character,0.0,Percy Fawcett,0.0,Percy Fawcett,0.0,Percy Fawcett,0.0,Percy Fawcett,0.0,Percy Fawcett,0.0, Percy Fawcett,0.0," the main character, Nathan Drake",0.0, Percy Fawcett,0.0,Percy Fawcett,0.0, John Locke,0.0,Unknown,0.0," Percy Fawcett, Henry Costin, and Raleigh Rimell",0.0, Charlie Hunnam,0.0," Percy Fawcett, Henry Costin, Raleigh Rimell",0.0,Percy Fawcett,0.0,Percy Fawcett,0.0, Percy Fawcett,0.0, Percy Fawcett,0.0,Percy Fawcett,0.0, Percy Fawcett,0.0,Percy Fawcett,0.0, Percy Fawcett,0.0,Percy Fawcett,0.0, Percy Fawcett,0.0, Henry,0.0,Charlie Hunnam's character Percy Fawcett dies in The Lost City of Z.,0.0,Unknown,0.0,0.0,
157,id1552,When did gaurdians of the galaxy 2 come out?,"May 5, 2017 (correct)SALILSPLITCHECK2017 (correct)", 2017,1.0, 2017,1.0, 2017,1.0,2017,1.0,2017,1.0,2017,1.0,"May 5, 2017",1.0,2017,1.0, 2017,1.0, 2017,1.0, 2017,1.0,2017,1.0, 2017,1.0,2017,1.0, 2017,1.0, 2017,1.0, 2017,1.0,2017,1.0,2017,1.0, 2017,1.0, 2017,1.0,2017,1.0, 2017,1.0,2017,1.0, 2017,1.0,2017,1.0, 2017,1.0, 2017,1.0,2017,1.0,2017,1.0,0.0,
933,id753,Who played santa in the santa clause movies?,Tim Allen (correct), Tim Allen,1.0, Tim Allen,1.0, Tim Allen,1.0,Tim allen,1.0,Tim Allen,1.0,Tim Allen,1.0,Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0, Tim Allen,1.0, Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0, Tim Allen,1.0, Tim Allen,1.0,Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0, Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0,Tim Allen,1.0, Tim Allen,1.0, Tim allen,1.0,Tim Allen,1.0,Tim Allen,1.0,0.0,
490,id2906,Who played the wicked witch in wicked on broadway?,Rachel Kelly Tucker (correct), Idina Menzel,0.0, Idina Menzel,0.0, Idina menzel,0.0,Idina Menzel,0.0,Idina Menzel,0.0,Idina Menzel,0.0,Idina Menzel,0.0,Idina Menzel,0.0, Dee Roscioli,0.0, Catherine Zeta-Jones,0.0, Idina Menzel,0.0,Idina Menzel,0.0, Idina Menzel,0.0,"I do not have enough information to definitively state who played the role of the Wicked Witch in the Broadway production of ""Wicked."" Since this is a factual question asking for a specific name, I would need more context about the production's history and casting to provide an accurate single answer. Without additional details, there could be multiple actresses who have played the part over the years. Please provide more specifics about which production you are referring to, such as the year, location, or actress's full name, in order for me to give a precise response.",0.0, Idina Menzel,0.0, Idina menzel,0.0, Idina Menzel,0.0,Idina Menzel,0.0,Idina Menzel,0.0, Jackie Burns,0.0, Idina Menzel,0.0,Idina Menzel,0.0, Idina Menzel,0.0,Idina Menzel,0.0, Idina Menzel,0.0,Idina Menzel,0.0, Idina Menzel,0.0, Jackie Burns,0.0,Idina Menzel,0.0,Idina Menzel,0.0,0.0,
139,id1476,What is the latest version of chrome for linux?,67.0 (correct)SALILSPLITCHECK67.0.3396 (correct), Chrome 65,0.0, 70,0.0, Chrome 70,0.0,66.0.3359.181,0.0,Unknown,0.0,"As of my knowledge cutoff in early 2023, the latest version of Chrome for Linux would be Chrome 109. However, Chrome is frequently updated, and a newer version may have been released since then. To provide an accurate answer, you would need to check the latest version from the official Google Chrome website or another reliable source.",0.0,69.0.3497.100,0.0,64.0.3282.186,0.0, version 65,0.0," Chrome 108 for Linux was released on March 22, 2022. It includes several improvements, new features, and bug fixes. The latest version of Chrome for Linux offers better security, performance, and user experience. It continues to improve the support for different Linux distributions and enhances the overall stability of the browser. Chrome 108 introduces some under-the-hood changes to provide better privacy and resource optimization. It continues to collaborate with the Linux community to deliver an exceptional browser experience on the platform. ",0.0, 64,0.0,74,0.0, Chrome 75,0.0,"I do not have enough context to definitively state the latest version of Chrome for Linux. The latest version of Chrome is continually updated across platforms. Without more context about what constitutes ""latest"" or when this question was asked, I cannot reliably provide a single version number as an output. I apologize that I am unable to determine the expected output format you want me to follow from the examples provided. Please let me know if you have any other questions!",0.0, 96.0.4664.110,0.0, Version 69,0.0, 100.0.4896.127,0.0,64,0.0,72,0.0, 69.0.3497.100,0.0, Chrome 85,0.0,72.0.3626.121,0.0, 64.0.3282.140,0.0,79,0.0, 69,0.0,I do not have enough context to determine the latest version of Chrome for Linux. The latest version can vary depending on the Linux distribution and release cycle.,0.0, 72.0.3626.121,0.0, 64,0.0,87,0.0,The output for the last example is not given.,0.0,0.0,
143,id1492,The taj mahal served as an example of aesthetic value for this kind of function?,the paradise garden (charbagh) (correct), Mughal architecture,0.0, religious,0.0, A tomb,0.0,Aesthetic,0.0,Architectural,0.0,Mausoleum,0.0,Mughal architecture,0.0,Mausoleum,0.0, mausoleum,0.0, hotel and hospitality,0.0, Mosque,0.0,tomb,0.0, Aesthetic,0.0,tomb,0.0,,0.0, A tomb,0.0, mausoleum,0.0,Mausoleum,0.0,tomb,0.0, Mausoleum,0.0, Mughal architecture,0.0,Mausoleum,0.0, mausoleum,0.0,Mausoleum,0.0, Religious,0.0,Tomb,0.0, Tomb,0.0, Architecture,0.0,Tomb,0.0,monument,0.0,0.0,
405,id2548,How many seasons of prison break are on netflix?,five (correct), 4,0.0, 5,0.0, 5,0.0,4,0.0,5,0.0,5,0.0,5,0.0,5,0.0, 5,0.0, 3,0.0, 5,0.0,4,0.0, 5,0.0,5,0.0, 5,0.0, 4,0.0, 5,0.0,5,0.0,5,0.0, 5,0.0, 4,0.0,5,0.0, 5,0.0,5,0.0, 5,0.0,5,0.0, 5,0.0, 5,0.0,5,0.0,5,0.0,0.0,
887,id559,When was the last time stock market crashed?,18 August 2015 (correct)SALILSPLITCHECK27 Oct 1997 (correct), 2008,0.0, 1929,0.0, 1929,0.0,2008,0.0,2020,0.0,2020,0.0,2008,0.0,2008,0.0, 2008,0.0, 2008,0.0, 2008,0.0,2008,0.0, 1929,0.0,2008,0.0, 2020,0.0, 2008,0.0, 2020,0.0,2008,0.0,2008,0.0, 2008,0.0, March 2020,0.0,2008,0.0, 2008,0.0,2008,0.0, 2008,0.0,2008,0.0, 2008,0.0, 2008,0.0,2008,0.0,2008,0.0,0.0,
